ShipmentID,WeightKG,ShipmentType,DeliveryTimeHours
61132,0.69,Air,91
61133,42.31,Sea,35
61134,43.97,Sea,124
61135,5.5,Sea,129
61136,1.0,Land,144
61137,40.11,Land,31
61138,32.22,Land,59
61139,28.03,Land,18
61140,26.89,Air,37
61141,38.8,Land,121
61142,15.02,Sea,138
61143,19.76,Sea,49
61144,4.35,Air,23
61145,28.52,Land,19
61146,48.06,Air,113
61147,14.55,Air,42
61148,46.5,Sea,135
61149,36.6,Air,166
61150,12.08,Air,41
61151,33.31,Sea,190
61152,18.63,Sea,43
61153,6.55,Land,108
61154,5.09,Sea,198
61155,1.35,Air,11
61156,39.99,Sea,176
61157,44.3,Air,130
61158,24.39,Sea,92
61159,26.24,Land,77
61160,34.73,Land,108
61161,35.19,Air,24
61162,16.54,Land,77
61163,8.38,Air,155
61164,21.81,Sea,143
61165,35.0,Land,103
61166,40.31,Sea,2
61167,4.91,Sea,138
61168,29.62,Air,179
61169,3.18,Air,120
61170,41.33,Land,73
61171,33.51,Sea,76
61172,34.98,Sea,189
61173,38.21,Sea,18
61174,25.03,Land,117
61175,15.3,Sea,109
61176,39.39,Sea,195
61177,38.98,Sea,20
61178,7.18,Sea,35
61179,45.19,Land,94
61180,11.45,Land,67
61181,15.67,Sea,15
61182,11.19,Sea,146
61183,48.3,Land,60
61184,15.32,Land,10
61185,48.58,Land,43
61186,32.08,Air,104
61187,9.24,Land,72
61188,27.92,Land,42
61189,44.17,Land,117
61190,28.3,Sea,28
61191,7.06,Land,57
61192,14.7,Sea,141
61193,11.63,Sea,19
61194,6.73,Sea,110
61195,16.7,Sea,39
61196,33.22,Land,181
61197,19.43,Air,113
61198,22.47,Sea,79
61199,16.37,Land,187
61200,49.73,Land,37
61201,29.52,Air,11
61202,41.78,Air,97
61203,22.35,Sea,144
61204,8.85,Air,129
61205,42.42,Air,150
61206,38.29,Sea,186
61207,16.83,Land,176
61208,30.52,Air,47
61209,5.13,Air,54
61210,1.8,Land,147
61211,40.88,Air,119
61212,47.13,Sea,64
61213,17.53,Land,66
61214,30.08,Air,16
61215,36.01,Air,167
61216,37.43,Sea,149
61217,24.31,Sea,45
61218,30.86,Land,193
61219,33.02,Sea,23
61220,5.61,Air,126
61221,32.43,Sea,170
61222,25.79,Air,10
61223,19.24,Land,84
61224,13.46,Sea,12
61225,32.08,Sea,95
61226,8.75,Air,41
61227,40.64,Air,119
61228,9.0,Land,56
61229,38.7,Air,134
61230,40.96,Land,37
61231,47.01,Land,108
61232,23.43,Land,154
61233,3.65,Air,192
61234,34.05,Air,2
61235,14.49,Air,1
61236,5.09,Sea,87
61237,42.86,Sea,3
61238,7.42,Sea,3
61239,25.57,Land,157
61240,39.53,Sea,22
61241,10.36,Sea,14
61242,44.88,Sea,57
61243,16.91,Sea,191
61244,20.12,Land,76
61245,7.01,Land,173
61246,32.4,Air,160
61247,25.02,Air,132
61248,48.72,Land,6
61249,35.07,Land,121
61250,38.07,Land,101
61251,10.35,Air,38
61252,35.78,Sea,150
61253,28.09,Sea,39
61254,20.49,Land,117
61255,39.24,Air,20
61256,48.94,Land,8
61257,5.19,Air,27
61258,39.55,Sea,152
61259,46.01,Sea,91
61260,16.1,Land,84
61261,18.47,Sea,106
61262,39.84,Land,84
61263,47.71,Air,65
61264,46.98,Land,107
61265,3.25,Air,76
61266,43.64,Land,138
61267,29.53,Land,61
61268,21.35,Air,81
61269,42.35,Sea,198
61270,40.12,Air,127
61271,25.71,Land,142
61272,20.83,Sea,62
61273,23.89,Air,90
61274,16.26,Air,71
61275,34.19,Sea,140
61276,44.66,Sea,72
61277,12.9,Air,141
61278,41.36,Air,88
61279,18.36,Land,184
61280,7.03,Air,159
61281,2.5,Sea,196
61282,24.23,Air,14
61283,28.63,Sea,104
61284,0.8,Land,128
61285,32.81,Sea,67
61286,26.17,Sea,165
61287,49.87,Sea,193
61288,5.67,Air,93
61289,35.4,Air,12
61290,11.24,Air,197
61291,10.71,Sea,13
61292,1.43,Air,135
61293,0.82,Air,186
61294,9.74,Sea,55
61295,9.19,Sea,86
61296,0.52,Air,106
61297,36.0,Air,178
61298,25.43,Air,120
61299,20.11,Land,37
61300,5.64,Air,44
61301,17.03,Sea,11
61302,23.79,Air,9
61303,49.9,Land,120
61304,25.77,Land,11
61305,1.47,Land,44
61306,10.78,Air,123
61307,18.05,Sea,199
61308,23.07,Sea,160
61309,33.88,Air,21
61310,29.73,Air,199
61311,25.71,Air,93
61312,41.98,Air,88
61313,10.21,Sea,170
61314,4.36,Land,24
61315,41.99,Land,121
61316,23.38,Sea,155
61317,27.89,Air,45
61318,41.95,Air,134
61319,47.32,Sea,7
61320,27.82,Sea,138
61321,40.71,Land,105
61322,27.47,Sea,122
61323,2.15,Air,131
61324,47.81,Sea,150
61325,40.98,Sea,31
61326,37.79,Sea,42
61327,22.37,Air,46
61328,47.16,Air,4
61329,24.75,Land,66
61330,36.18,Sea,85
61331,5.48,Air,47
61332,11.33,Land,180
61333,21.5,Air,164
61334,29.27,Land,131
61335,40.37,Sea,183
61336,12.42,Land,46
61337,38.83,Sea,74
61338,44.55,Sea,139
61339,41.01,Sea,59
61340,31.31,Sea,63
61341,40.59,Land,99
61342,43.94,Land,27
61343,27.98,Air,191
61344,40.6,Land,195
61345,21.35,Sea,31
61346,26.36,Air,85
61347,3.1,Land,108
61348,44.23,Sea,72
61349,7.45,Air,28
61350,14.17,Land,22
61351,16.21,Air,90
61352,6.24,Land,111
61353,46.13,Land,131
61354,48.52,Air,183
61355,43.33,Air,122
61356,17.65,Air,103
61357,3.23,Sea,159
61358,9.55,Sea,62
61359,38.72,Air,173
61360,14.66,Land,112
61361,44.68,Air,84
61362,41.84,Sea,18
61363,12.23,Air,29
61364,34.83,Air,82
61365,22.39,Sea,101
61366,11.14,Land,69
61367,29.71,Land,34
61368,41.95,Sea,104
61369,46.38,Sea,178
61370,3.41,Air,47
61371,21.23,Land,192
61372,30.42,Land,90
61373,17.23,Sea,70
61374,16.22,Land,39
61375,38.71,Sea,86
61376,39.23,Land,4
61377,36.58,Land,176
61378,44.98,Sea,64
61379,24.99,Air,68
61380,39.5,Air,57
61381,1.05,Land,127
61382,49.38,Air,2
61383,46.0,Land,27
61384,42.15,Air,13
61385,29.59,Air,105
61386,27.44,Land,147
61387,7.93,Air,149
61388,3.17,Sea,73
61389,13.17,Air,139
61390,7.97,Land,35
61391,28.26,Air,74
61392,16.96,Sea,41
61393,19.7,Sea,187
61394,1.81,Air,6
61395,27.66,Land,120
61396,32.98,Sea,21
61397,17.05,Sea,142
61398,7.0,Land,43
61399,35.33,Sea,50
61400,6.88,Sea,167
61401,40.93,Sea,45
61402,27.53,Land,112
61403,12.25,Sea,76
61404,44.99,Land,98
61405,7.52,Sea,39
61406,30.26,Sea,179
61407,31.07,Sea,190
61408,2.35,Land,138
61409,30.68,Sea,166
61410,34.86,Air,89
61411,45.55,Land,116
61412,35.59,Land,12
61413,24.48,Air,193
61414,42.74,Air,164
61415,18.01,Sea,13
61416,42.85,Land,19
61417,42.28,Land,101
61418,30.38,Air,56
61419,17.56,Air,159
61420,29.76,Air,155
61421,45.34,Air,83
61422,32.01,Sea,53
61423,42.08,Air,140
61424,17.56,Land,60
61425,14.97,Air,88
61426,13.16,Sea,103
61427,24.82,Land,149
61428,21.88,Air,24
61429,42.78,Sea,62
61430,6.07,Land,22
61431,27.93,Sea,103
61432,20.47,Air,159
61433,46.91,Land,83
61434,39.53,Land,141
61435,21.95,Land,98
61436,32.21,Sea,170
61437,37.41,Land,34
61438,4.02,Air,162
61439,33.85,Air,155
61440,7.4,Sea,97
61441,9.85,Sea,196
61442,23.33,Land,71
61443,48.98,Air,90
61444,47.63,Land,26
61445,45.16,Sea,178
61446,2.2,Air,121
61447,42.72,Land,21
61448,38.92,Air,145
61449,25.19,Air,160
61450,16.61,Sea,155
61451,37.9,Land,44
61452,5.8,Sea,66
61453,32.7,Air,108
61454,33.76,Sea,168
61455,27.91,Sea,163
61456,43.95,Land,149
61457,16.83,Land,6
61458,24.17,Land,32
61459,38.05,Air,194
61460,35.98,Air,140
61461,28.34,Land,82
61462,13.97,Air,142
61463,15.07,Air,198
61464,37.19,Land,2
61465,0.78,Air,151
61466,32.81,Sea,181
61467,12.79,Land,127
61468,33.81,Sea,118
61469,9.75,Sea,144
61470,19.13,Sea,146
61471,37.81,Sea,2
61472,37.88,Sea,194
61473,10.88,Land,173
61474,19.13,Air,117
61475,25.37,Air,180
61476,29.57,Land,109
61477,37.25,Air,109
61478,1.67,Air,184
61479,6.21,Air,176
61480,8.31,Air,66
61481,9.94,Sea,180
61482,2.0,Air,138
61483,46.06,Air,16
61484,8.53,Air,180
61485,4.15,Sea,107
61486,23.85,Air,150
61487,47.09,Land,107
61488,48.24,Air,191
61489,33.98,Land,16
61490,9.33,Sea,187
61491,0.69,Sea,111
61492,17.08,Air,161
61493,6.71,Air,40
61494,37.88,Air,153
61495,48.47,Air,169
61496,4.64,Sea,11
61497,20.15,Air,167
61498,45.17,Air,12
61499,36.55,Air,134
61500,43.55,Air,132
61501,46.19,Air,54
61502,20.92,Sea,77
61503,34.84,Sea,176
61504,35.61,Air,66
61505,31.73,Air,161
61506,16.63,Land,120
61507,41.69,Land,56
61508,38.56,Air,175
61509,22.54,Air,41
61510,21.34,Land,88
61511,1.03,Land,86
61512,42.25,Air,23
61513,14.56,Sea,36
61514,23.8,Sea,193
61515,20.86,Sea,77
61516,34.07,Land,18
61517,19.81,Land,7
61518,9.4,Air,168
61519,43.5,Air,68
61520,9.59,Air,110
61521,1.91,Air,74
61522,10.21,Sea,199
61523,23.03,Land,167
61524,21.45,Land,171
61525,39.92,Land,25
61526,10.15,Land,83
61527,38.89,Sea,172
61528,5.27,Air,104
61529,23.95,Land,127
61530,43.33,Land,84
61531,20.94,Land,69
61532,48.18,Air,94
61533,31.74,Land,156
61534,37.95,Air,167
61535,25.74,Sea,180
61536,21.77,Land,113
61537,4.69,Air,104
61538,6.44,Air,92
61539,28.8,Land,60
61540,30.87,Land,26
61541,49.25,Air,129
61542,42.96,Land,11
61543,42.3,Sea,1
61544,14.69,Air,45
61545,20.88,Air,14
61546,5.56,Land,85
61547,29.29,Air,193
61548,3.94,Land,142
61549,22.62,Land,138
61550,28.53,Land,184
61551,11.8,Air,99
61552,38.88,Land,117
61553,33.9,Land,84
61554,7.82,Land,131
61555,49.19,Land,89
61556,27.33,Land,50
61557,1.81,Air,24
61558,17.83,Land,51
61559,48.98,Sea,70
61560,45.16,Sea,188
61561,7.98,Sea,66
61562,42.82,Air,94
61563,31.11,Air,116
61564,1.58,Air,4
61565,37.99,Air,84
61566,20.94,Land,114
61567,20.11,Sea,146
61568,19.45,Sea,69
61569,30.03,Land,143
61570,35.85,Air,34
61571,32.56,Land,40
61572,12.47,Sea,166
61573,35.49,Air,147
61574,7.21,Land,124
61575,48.58,Sea,107
61576,23.94,Sea,64
61577,5.02,Air,68
61578,29.04,Sea,21
61579,29.06,Sea,31
61580,2.42,Land,182
61581,1.04,Sea,116
61582,49.81,Land,136
61583,19.81,Sea,82
61584,12.65,Air,116
61585,27.61,Land,121
61586,0.91,Sea,146
61587,1.14,Air,123
61588,6.08,Sea,58
61589,40.23,Land,194
61590,12.79,Air,138
61591,25.42,Air,177
61592,11.57,Sea,113
61593,27.47,Land,45
61594,25.69,Land,192
61595,20.34,Land,104
61596,21.94,Land,14
61597,32.84,Air,123
61598,42.19,Land,195
61599,16.31,Sea,44
61600,26.84,Land,193
61601,42.78,Air,79
61602,8.81,Sea,173
61603,48.99,Air,127
61604,37.66,Land,164
61605,18.62,Air,167
61606,19.07,Land,74
61607,10.66,Sea,124
61608,13.76,Sea,57
61609,29.56,Land,31
61610,0.69,Land,25
61611,1.65,Land,149
61612,49.33,Air,110
61613,12.16,Air,8
61614,41.56,Sea,136
61615,30.81,Sea,146
61616,22.58,Land,17
61617,36.74,Sea,39
61618,2.98,Sea,74
61619,37.93,Land,128
61620,42.92,Air,123
61621,14.37,Air,140
61622,15.43,Land,54
61623,5.6,Land,69
61624,42.87,Sea,20
61625,40.49,Sea,42
61626,21.55,Sea,96
61627,19.2,Air,124
61628,21.66,Air,37
61629,21.31,Sea,98
61630,21.77,Land,101
61631,7.71,Land,155
61632,1.17,Land,71
61633,38.24,Air,16
61634,17.52,Sea,15
61635,24.8,Land,61
61636,15.72,Air,188
61637,19.39,Land,129
61638,4.21,Air,18
61639,18.83,Sea,89
61640,23.42,Land,184
61641,41.73,Air,193
61642,16.45,Sea,169
61643,4.88,Air,138
61644,38.08,Land,111
61645,19.09,Land,103
61646,45.81,Land,57
61647,47.97,Air,31
61648,43.66,Land,117
61649,11.72,Land,149
61650,13.06,Land,129
61651,39.81,Land,88
61652,22.58,Land,125
61653,15.24,Air,33
61654,15.05,Land,90
61655,29.08,Sea,101
61656,44.8,Land,147
61657,31.14,Air,146
61658,31.2,Land,46
61659,37.47,Land,139
61660,38.13,Air,126
61661,45.52,Air,75
61662,8.52,Land,96
61663,49.24,Land,99
61664,16.78,Air,126
61665,14.44,Air,184
61666,25.73,Land,157
61667,13.59,Air,3
61668,12.03,Land,147
61669,48.36,Land,68
61670,5.65,Sea,99
61671,49.5,Sea,163
61672,31.31,Land,45
61673,47.95,Air,139
61674,44.92,Air,110
61675,32.6,Sea,50
61676,29.7,Sea,180
61677,49.64,Land,153
61678,26.0,Land,84
61679,9.35,Air,144
61680,49.65,Sea,118
61681,16.51,Sea,26
61682,4.83,Air,74
61683,35.99,Air,71
61684,22.58,Sea,133
61685,19.71,Land,1
61686,31.76,Land,158
61687,3.12,Land,152
61688,35.06,Air,20
61689,25.42,Air,91
61690,24.77,Sea,177
61691,45.05,Air,143
61692,41.64,Sea,47
61693,26.81,Air,166
61694,29.13,Sea,71
61695,40.44,Land,139
61696,20.86,Land,173
61697,33.73,Land,13
61698,27.27,Sea,116
61699,25.23,Sea,176
61700,49.24,Land,55
61701,1.37,Air,132
61702,21.02,Sea,113
61703,46.54,Air,158
61704,46.44,Land,48
61705,37.51,Land,195
61706,29.8,Air,70
61707,34.7,Sea,184
61708,13.02,Air,103
61709,24.68,Land,45
61710,27.04,Air,131
61711,3.65,Sea,144
61712,43.38,Land,11
61713,23.11,Air,121
61714,45.0,Air,180
61715,19.8,Air,90
61716,20.74,Sea,179
61717,12.59,Air,110
61718,32.39,Air,138
61719,27.65,Air,97
61720,45.69,Sea,121
61721,21.75,Air,34
61722,32.58,Sea,83
61723,35.52,Sea,25
61724,16.33,Land,22
61725,44.1,Land,122
61726,19.35,Sea,91
61727,32.05,Sea,103
61728,30.98,Land,106
61729,21.36,Sea,102
61730,9.58,Land,143
61731,29.83,Air,181
61732,19.09,Land,145
61733,19.27,Air,1
61734,24.9,Sea,135
61735,34.02,Air,105
61736,36.62,Sea,41
61737,21.64,Air,83
61738,6.43,Land,189
61739,39.69,Air,53
61740,33.64,Sea,135
61741,40.13,Land,160
61742,16.14,Air,39
61743,45.5,Land,25
61744,13.51,Air,139
61745,14.84,Sea,117
61746,27.05,Air,148
61747,49.87,Sea,164
61748,10.51,Land,61
61749,42.01,Land,38
61750,0.62,Sea,134
61751,12.26,Sea,108
61752,17.63,Land,195
61753,32.61,Sea,125
61754,6.13,Air,173
61755,6.87,Land,122
61756,7.74,Sea,27
61757,33.3,Sea,67
61758,6.17,Air,138
61759,20.21,Air,118
61760,8.26,Air,122
61761,19.41,Air,10
61762,35.85,Air,126
61763,14.25,Sea,55
61764,31.07,Land,31
61765,12.8,Land,134
61766,37.01,Sea,152
61767,38.96,Air,79
61768,15.86,Air,79
61769,1.68,Sea,3
61770,6.89,Land,34
61771,24.8,Land,47
61772,19.41,Sea,19
61773,17.61,Air,30
61774,29.18,Land,162
61775,8.49,Air,180
61776,23.11,Sea,190
61777,10.57,Land,85
61778,49.06,Sea,67
61779,2.91,Air,97
61780,1.28,Air,81
61781,28.43,Air,162
61782,3.6,Sea,119
61783,40.64,Sea,112
61784,41.07,Land,55
61785,21.9,Air,98
61786,42.0,Sea,124
61787,37.16,Air,129
61788,7.2,Air,71
61789,43.05,Air,187
61790,43.78,Air,161
61791,16.47,Air,37
61792,38.86,Land,50
61793,44.92,Air,70
61794,37.41,Sea,3
61795,5.15,Sea,163
61796,5.18,Air,144
61797,49.13,Air,47
61798,27.3,Land,162
61799,32.4,Sea,35
61800,45.66,Land,192
61801,0.87,Sea,104
61802,21.62,Air,41
61803,28.54,Air,107
61804,0.61,Air,174
61805,31.41,Air,133
61806,42.62,Air,188
61807,3.22,Land,182
61808,40.31,Sea,50
61809,48.89,Land,18
61810,46.05,Sea,177
61811,27.08,Land,169
61812,43.09,Air,24
61813,38.65,Sea,158
61814,40.97,Sea,15
61815,20.2,Land,144
61816,24.04,Land,146
61817,12.34,Air,1
61818,3.05,Sea,139
61819,30.06,Air,167
61820,15.82,Land,137
61821,25.38,Sea,117
61822,48.15,Air,167
61823,3.63,Land,145
61824,43.74,Land,163
61825,4.79,Land,161
61826,32.85,Air,79
61827,17.49,Sea,53
61828,5.46,Air,192
61829,37.97,Land,27
61830,35.08,Land,150
61831,32.19,Land,103
61832,48.26,Air,170
61833,1.67,Land,128
61834,22.02,Sea,181
61835,28.35,Air,96
61836,18.21,Sea,104
61837,33.64,Land,81
61838,45.01,Air,65
61839,35.0,Land,174
61840,28.68,Air,142
61841,37.02,Land,31
61842,5.93,Air,141
61843,31.68,Air,133
61844,20.66,Air,28
61845,16.28,Land,132
61846,25.6,Land,112
61847,40.33,Land,29
61848,20.92,Air,106
61849,35.27,Land,108
61850,29.65,Sea,75
61851,45.85,Air,160
61852,22.52,Sea,43
61853,41.09,Sea,142
61854,42.18,Sea,63
61855,23.48,Air,3
61856,24.69,Air,199
61857,17.0,Land,174
61858,25.03,Sea,85
61859,12.84,Air,162
61860,42.98,Land,172
61861,12.87,Land,14
61862,13.25,Land,18
61863,44.84,Air,173
61864,26.84,Sea,173
61865,5.7,Air,102
61866,17.61,Air,153
61867,35.42,Land,54
61868,20.59,Sea,130
61869,21.45,Air,33
61870,25.19,Sea,44
61871,11.51,Air,43
61872,21.49,Sea,187
61873,11.16,Land,128
61874,17.86,Land,168
61875,26.85,Sea,85
61876,34.84,Land,184
61877,31.88,Air,130
61878,28.99,Air,6
61879,29.98,Sea,54
61880,25.79,Sea,198
61881,30.92,Land,151
61882,19.09,Sea,111
61883,45.02,Land,58
61884,29.73,Air,98
61885,46.86,Air,135
61886,20.53,Sea,115
61887,20.03,Air,5
61888,48.27,Land,175
61889,36.59,Sea,124
61890,26.18,Air,48
61891,36.07,Air,131
61892,20.14,Air,79
61893,38.06,Air,31
61894,10.87,Sea,151
61895,47.57,Land,177
61896,23.31,Sea,37
61897,5.1,Sea,93
61898,42.33,Air,112
61899,44.77,Sea,19
61900,36.63,Land,73
61901,31.67,Sea,32
61902,46.46,Sea,190
61903,31.29,Land,20
61904,39.68,Land,60
61905,23.83,Air,139
61906,36.5,Land,162
61907,49.95,Land,96
61908,19.43,Air,53
61909,36.15,Air,177
61910,7.87,Air,65
61911,31.94,Land,167
61912,16.48,Sea,96
61913,43.4,Sea,68
61914,18.3,Sea,182
61915,22.53,Land,196
61916,49.03,Air,111
61917,11.16,Sea,151
61918,28.46,Sea,191
61919,43.26,Sea,185
61920,16.08,Air,164
61921,1.26,Land,52
61922,44.87,Air,99
61923,31.17,Land,124
61924,11.91,Air,147
61925,14.18,Air,21
61926,40.08,Air,84
61927,32.28,Sea,172
61928,36.76,Land,160
61929,29.07,Land,161
61930,39.61,Sea,60
61931,41.14,Air,197
61932,19.65,Land,134
61933,45.1,Land,129
61934,25.51,Sea,107
61935,8.43,Air,15
61936,11.31,Sea,103
61937,36.82,Sea,57
61938,19.18,Air,108
61939,13.49,Sea,1
61940,30.44,Sea,19
61941,39.22,Sea,150
61942,5.91,Land,26
61943,22.73,Land,6
61944,38.69,Land,188
61945,45.23,Air,183
61946,1.17,Air,194
61947,32.98,Air,175
61948,30.07,Air,46
61949,26.13,Air,104
61950,8.43,Air,178
61951,37.22,Air,21
61952,19.94,Sea,26
61953,12.11,Land,4
61954,42.58,Land,99
61955,15.7,Land,196
61956,10.32,Air,109
61957,15.95,Land,181
61958,9.46,Land,29
61959,38.98,Air,119
61960,9.51,Land,24
61961,35.98,Sea,189
61962,8.54,Sea,66
61963,11.7,Sea,184
61964,17.45,Air,10
61965,47.53,Air,103
61966,45.73,Sea,197
61967,4.71,Land,182
61968,17.12,Air,20
61969,17.64,Sea,195
61970,10.97,Land,166
61971,22.06,Sea,100
61972,37.53,Sea,100
61973,5.42,Land,144
61974,33.75,Air,182
61975,13.41,Land,123
61976,32.3,Land,131
61977,34.25,Land,64
61978,36.54,Land,125
61979,43.15,Air,93
61980,45.03,Sea,28
61981,38.08,Air,58
61982,24.31,Air,158
61983,2.69,Sea,42
61984,46.89,Land,193
61985,30.27,Air,75
61986,26.96,Air,154
61987,12.35,Sea,183
61988,34.37,Land,57
61989,49.74,Sea,80
61990,16.84,Land,13
61991,40.08,Air,41
61992,14.91,Land,81
61993,24.64,Land,97
61994,11.06,Air,176
61995,25.88,Air,112
61996,23.24,Air,118
61997,2.43,Air,45
61998,19.4,Air,80
61999,3.6,Air,7
62000,22.81,Air,31
62001,49.02,Land,108
62002,15.0,Air,90
62003,26.02,Sea,86
62004,6.94,Sea,105
62005,8.12,Air,175
62006,18.1,Air,17
62007,24.74,Land,32
62008,35.22,Sea,153
62009,23.11,Land,88
62010,1.71,Air,101
62011,13.91,Sea,166
62012,1.73,Land,185
62013,45.94,Land,137
62014,1.94,Land,196
62015,2.95,Sea,95
62016,15.26,Land,128
62017,31.8,Land,198
62018,18.22,Sea,173
62019,3.55,Air,107
62020,41.89,Land,193
62021,35.16,Air,9
62022,20.12,Sea,193
62023,34.01,Sea,66
62024,14.09,Land,113
62025,26.63,Land,197
62026,44.09,Sea,30
62027,5.83,Land,100
62028,42.42,Land,112
62029,39.53,Air,11
62030,47.48,Air,146
62031,25.93,Sea,34
62032,14.11,Land,176
62033,17.98,Land,6
62034,32.17,Air,25
62035,7.47,Land,123
62036,17.91,Air,25
62037,36.46,Sea,147
62038,28.9,Sea,111
62039,3.61,Sea,62
62040,25.09,Sea,110
62041,26.45,Sea,161
62042,35.19,Land,166
62043,1.03,Land,54
62044,21.71,Land,114
62045,44.39,Air,155
62046,1.74,Land,95
62047,33.78,Air,33
62048,11.55,Land,90
62049,19.68,Sea,50
62050,44.26,Air,144
62051,18.45,Air,51
62052,27.5,Land,154
62053,4.94,Land,50
62054,16.57,Air,31
62055,7.51,Land,189
62056,28.3,Air,95
62057,23.26,Air,163
62058,13.6,Sea,68
62059,49.98,Land,8
62060,8.09,Sea,70
62061,41.36,Land,80
62062,2.27,Air,144
62063,42.42,Air,49
62064,24.11,Sea,108
62065,41.5,Land,78
62066,37.49,Land,134
62067,28.85,Sea,61
62068,18.89,Air,82
62069,33.44,Sea,182
62070,41.71,Sea,182
62071,25.41,Air,44
62072,21.04,Sea,161
62073,7.57,Land,160
62074,44.86,Land,26
62075,13.73,Sea,95
62076,6.61,Air,3
62077,3.78,Land,100
62078,37.66,Land,122
62079,33.91,Sea,94
62080,6.46,Air,35
62081,26.74,Land,26
62082,8.06,Air,199
62083,19.49,Land,194
62084,39.25,Air,29
62085,11.78,Land,173
62086,1.87,Sea,117
62087,10.07,Air,149
62088,20.32,Air,196
62089,12.46,Land,100
62090,36.25,Air,142
62091,39.56,Air,198
62092,12.4,Land,83
62093,13.8,Sea,189
62094,28.22,Sea,138
62095,37.75,Sea,135
62096,47.99,Land,62
62097,15.38,Sea,45
62098,45.6,Air,160
62099,9.5,Air,180
62100,2.53,Sea,80
62101,39.73,Air,153
62102,24.19,Air,169
62103,4.3,Sea,45
62104,4.02,Land,130
62105,1.17,Sea,4
62106,15.66,Land,115
62107,36.9,Air,10
62108,33.43,Sea,103
62109,49.98,Air,149
62110,29.9,Air,133
62111,5.97,Land,45
62112,48.94,Air,176
62113,34.8,Land,6
62114,19.01,Sea,26
62115,12.73,Air,147
62116,11.5,Land,178
62117,47.83,Sea,171
62118,21.26,Air,79
62119,24.6,Sea,23
62120,41.92,Air,121
62121,48.21,Air,41
62122,0.72,Sea,142
62123,49.52,Air,113
62124,4.24,Sea,18
62125,41.92,Air,149
62126,47.54,Air,89
62127,28.28,Air,67
62128,27.81,Land,81
62129,33.62,Air,15
62130,17.97,Air,14
62131,8.71,Land,164
62132,3.79,Land,143
62133,44.11,Air,86
62134,27.59,Air,128
62135,34.86,Air,77
62136,16.94,Sea,16
62137,40.45,Sea,145
62138,17.82,Sea,134
62139,1.97,Air,37
62140,17.18,Air,156
62141,42.59,Sea,152
62142,43.86,Land,196
62143,46.77,Land,96
62144,25.22,Air,116
62145,47.85,Air,67
62146,25.21,Air,38
62147,8.12,Sea,58
62148,25.35,Sea,91
62149,43.5,Sea,23
62150,39.39,Air,20
62151,21.99,Land,67
62152,11.02,Sea,83
62153,29.27,Land,40
62154,46.6,Land,126
62155,9.29,Land,1
62156,41.44,Land,149
62157,7.79,Land,50
62158,46.02,Sea,10
62159,34.82,Land,30
62160,5.9,Air,29
62161,10.52,Sea,3
62162,46.38,Land,140
62163,25.62,Land,93
62164,22.95,Sea,197
62165,3.38,Land,44
62166,4.66,Air,77
62167,34.74,Land,3
62168,38.96,Sea,146
62169,43.42,Sea,58
62170,25.39,Sea,72
62171,16.76,Air,167
62172,31.46,Land,57
62173,31.13,Sea,143
62174,2.22,Air,17
62175,46.97,Air,97
62176,32.31,Sea,16
62177,0.82,Sea,42
62178,48.0,Air,100
62179,47.66,Sea,64
62180,47.32,Sea,120
62181,44.5,Air,4
62182,9.64,Land,150
62183,48.87,Sea,117
62184,38.22,Air,122
62185,32.22,Sea,70
62186,47.16,Sea,197
62187,19.36,Land,120
62188,46.6,Sea,143
62189,30.48,Sea,29
62190,29.18,Sea,115
62191,32.47,Air,83
62192,37.83,Sea,67
62193,22.52,Sea,188
62194,49.04,Air,32
62195,4.88,Sea,33
62196,45.73,Sea,99
62197,33.04,Sea,83
62198,45.54,Land,1
62199,18.75,Air,80
62200,41.54,Air,65
62201,30.99,Air,154
62202,41.64,Land,171
62203,16.59,Air,27
62204,45.91,Air,186
62205,46.25,Air,54
62206,24.0,Sea,46
62207,20.32,Land,25
62208,28.97,Sea,19
62209,10.41,Air,137
62210,25.06,Sea,158
62211,44.89,Air,173
62212,18.58,Sea,183
62213,36.93,Sea,139
62214,31.34,Land,163
62215,13.44,Air,145
62216,26.82,Land,58
62217,42.7,Air,28
62218,27.97,Air,98
62219,34.99,Air,130
62220,38.88,Sea,77
62221,2.95,Land,21
62222,3.04,Air,170
62223,6.19,Air,117
62224,8.57,Sea,122
62225,40.67,Air,87
62226,22.06,Air,67
62227,9.67,Sea,19
62228,26.82,Sea,5
62229,38.29,Sea,34
62230,7.43,Land,51
62231,17.55,Land,170
62232,10.12,Land,43
62233,32.5,Air,33
62234,7.27,Land,73
62235,39.16,Air,67
62236,10.79,Land,94
62237,3.4,Air,21
62238,45.59,Air,147
62239,16.99,Sea,110
62240,25.39,Land,63
62241,5.5,Sea,67
62242,24.23,Air,11
62243,11.52,Air,153
62244,42.1,Land,191
62245,35.83,Air,39
62246,33.33,Land,123
62247,39.17,Land,60
62248,15.04,Land,173
62249,22.96,Sea,1
62250,4.79,Land,123
62251,3.86,Land,175
62252,16.79,Land,50
62253,41.23,Land,128
62254,30.08,Land,71
62255,21.51,Sea,145
62256,48.37,Land,31
62257,22.39,Air,155
62258,23.71,Air,102
62259,49.63,Land,159
62260,7.0,Land,112
62261,13.15,Land,90
62262,22.94,Land,146
62263,28.78,Land,108
62264,7.83,Air,73
62265,16.78,Land,92
